"V1","V2","V3","V4"
0,0,0,0
0,0,0,0
0,10,5,0
2,10,0,0
0,0,0,0
0,0,0,0
0,12,0,0
0,0,0,0
0,28,0,0
0,22,0,0
0,0,0,0
0,0,0,0
0,1,0,0
0,3,0,0
0,0,0,0
0,0,0,0
0,7,0,0
0,10,0,0
0,13,0,0
0,6,0,0
0,10,0,0
0,25,0,0
0,0,0,0
0,0,0,0
0,15,0,0
0,7,7,0
0,0,9,0
0,1,14,0
0,0,0,0
0,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,2,0,0
0,22,0,0
0,7,0,0
0,0,0,0
0,10,0,0
0,3,0,0
0,13,0,0
0,4,0,0
0,0,0,0
0,7,7,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,11,0,0
0,12,0,0
0,0,0,0
0,11,0,0
0,11,0,0
0,8,0,0
0,10,3,0
0,4,0,0
0,9,10,0
0,0,1,0
0,0,0,0
0,0,0,0
0,4,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3,0,0
0,8,0,0
0,13,0,0
0,0,0,0
0,3,0,0
0,14,0,0
0,12,0,0
0,0,0,0
0,2,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,19,0,0
0,0,0,0
0,17,0,0
0,0,0,0
0,0,0,0
0,13,0,0
0,0,0,0
0,5,0,0
0,13,0,0
0,13,3,0
0,0,0,0
0,3,5,0
0,0,11,0
0,0,3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,11,0,0
0,14,0,0
0,0,0,0
0,6,0,0
0,10,0,0
0,0,0,0
0,7,0,0
0,5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,6,2,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,6,0,0
0,0,0,0
0,0,0,0
0,15,0,0
0,2,0,0
0,0,0,0
0,9,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,12,0,0
0,19,0,0
0,20,0,0
0,0,0,0
0,10,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
