"V1","V2","V3","V4"
0,0,3,5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,15
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,11
0,0,0,9
0,0,0,0
0,0,0,0
0,0,0,25
0,0,2,22
0,0,0,12
0,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,3
0,0,0,6
0,0,13,4
0,0,5,11
0,0,0,0
0,0,0,5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,10
0,0,19,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,6,0,0
0,2,0,0
0,0,0,6
0,0,0,4
0,0,12,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,9
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3,0,0
0,16,3,0
0,7,0,0
0,0,0,0
0,0,0,12
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,7
0,0,0,0
0,0,0,22
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14,36,0,0
0,16,0,0
0,0,0,3
0,0,0,5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,15
0,0,0,3
0,0,0,11
0,0,0,9
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8,0,0,0
0,0,0,2
0,0,0,7
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,10
0,0,0,3
0,0,0,10
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,10
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,9
0,0,0,0
0,0,0,0
0,0,0,19
0,0,0,15
0,0,0,22
0,0,0,17
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
13,0,0,6
0,0,0,0
0,0,0,0
0,0,0,16
0,0,7,0
0,3,3,0
0,0,0,2
0,0,0,8
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,4
0,0,0,5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,5
0,0,0,0
19,0,0,0
0,0,0,5
0,5,0,16
0,0,1,6
0,0,0,0
0,0,0,0
0,0,0,10
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,14
0,0,0,6
0,0,0,6
0,0,0,12
0,0,0,1
0,0,0,0
0,0,0,3
0,0,0,0
13,0,0,0
0,0,0,15
0,0,0,7
0,0,0,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,25
0,0,0,5
0,0,0,8
0,0,0,12
0,0,0,23
0,0,0,7
0,0,0,9
0,0,0,0
10,0,0,0
1,0,0,11
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,5
0,0,0,16
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,19
0,0,0,15
0,0,0,0
0,0,0,0
2,0,0,0
0,0,0,0
0,7,7,0
0,0,6,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,25
0,0,0,0
0,0,14,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,21,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,4,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,13,7
0,0,0,9
0,0,0,0
0,0,0,0
0,0,0,0
0,1,0,0
0,8,0,0
24,1,0,0
0,2,0,0
0,0,0,11
0,3,0,0
0,17,0,10
0,0,0,5
0,0,0,26
0,0,0,14
0,0,0,6
0,14,0,6
0,0,0,1
0,0,0,10
0,5,0,0
0,12,0,0
5,5,0,0
0,7,0,0
0,0,0,0
0,0,0,16
2,0,0,14
0,0,0,22
0,0,1,16
0,0,0,0
0,0,0,0
0,6,13,0
0,0,0,3
0,0,0,15
0,0,0,0
0,10,0,0
0,15,0,0
0,12,0,0
3,12,2,0
22,1,0,20
4,11,0,0
0,0,0,0
0,0,0,7
0,0,0,0
0,10,7,0
0,0,0,0
0,0,0,0
0,20,0,7
0,0,0,0
0,0,0,0
0,3,0,0
22,0,0,0
0,6,0,0
0,0,0,0
0,0,0,9
0,4,0,0
0,19,0,8
0,1,0,0
0,17,0,0
0,0,0,0
0,14,0,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,3
0,5,0,5
0,0,0,0
0,23,0,3
0,11,0,0
0,5,0,0
0,7,0,18
0,2,0,19
0,20,3,14
0,11,0,26
0,0,0,0
0,6,0,9
0,0,0,0
0,0,0,17
0,3,0,6
0,0,0,0
0,24,0,0
0,11,3,0
0,0,2,10
3,0,15,0
0,0,0,3
0,11,0,0
0,0,0,7
0,0,0,7
0,0,0,0
0,0,0,0
0,3,5,3
0,0,0,0
0,0,0,5
0,0,0,0
5,10,0,8
6,0,0,10
6,0,0,2
0,0,0,15
0,3,0,34
21,0,0,0
0,0,0,7
0,0,0,0
27,0,0,0
13,0,0,29
0,0,0,12
4,0,0,0
0,0,0,0
0,0,0,3
0,6,0,0
0,2,0,0
0,0,0,10
0,0,0,0
0,0,0,0
0,0,2,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,18
0,0,0,6
0,0,0,11
0,0,17,10
0,0,0,19
0,0,0,11
0,0,0,0
0,0,0,0
0,0,0,7
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,21,7
0,0,37,22
0,0,0,11
0,0,0,7
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
